CompanyLogo,Company,Code,Rank,MarketCap,Country,Categories,Description
https://companiesmarketcap.com/img/company-logos/256/OGDC.PK.png,Oil & Gas Development Company,OGDC.PK,#4105,$2.05 B,🇵🇰 Pakistan,"Oil&Gas, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/4401.T.png,Adeka Corporation,4401.T,#4106,$2.05 B,🇯🇵 Japan,Chemicals,No description
https://companiesmarketcap.com/img/company-logos/256/GGRM.JK.png,Gudang Garam,GGRM.JK,#4107,$2.04 B,🇮🇩 Indonesia,Tobacco,"Gudang Garam is an Indonesian tobacco and cigarette company, that produces Indonesian cigarettes called kretek."
https://companiesmarketcap.com/img/company-logos/256/AJB.L.png,AJ Bell,AJB.L,#4108,$2.04 B,🇬🇧 UK,"Financial services, Investment",No description
https://companiesmarketcap.com/img/company-logos/256/FLYW.png,Flywire,FLYW,#4109,$2.04 B,🇺🇸 USA,"Financial services, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/VYX.png,NCR Voyix Corporation,VYX,#4110,$2.04 B,🇺🇸 USA,"Professional services, IT services, Software, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/SPNT.png,SiriusPoint,SPNT,#4111,$2.04 B,🇧🇲 Bermuda,Insurance,No description
https://companiesmarketcap.com/img/company-logos/256/AMBP.png,Ardagh Metal Packaging,AMBP,#4112,$2.04 B,🇱🇺 Luxembourg,Packaging,No description
https://companiesmarketcap.com/img/company-logos/256/PDCO.png,Patterson Companies,PDCO,#4113,$2.04 B,🇺🇸 USA,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/NVA.TO.png,NuVista Energy,NVA.TO,#4114,$2.04 B,🇨🇦 Canada,"Oil&Gas, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/ENTRA.OL.png,Entra,ENTRA.OL,#4115,$2.04 B,🇳🇴 Norway,Real estate,No description
https://companiesmarketcap.com/img/company-logos/256/GEO.png,Geo Group,GEO,#4116,$2.04 B,🇺🇸 USA,"Real estate, Investment, REITs",No description
https://companiesmarketcap.com/img/company-logos/256/VFQS.QA.png,Vodafone Qatar,VFQS.QA,#4117,$2.03 B,🇶🇦 Qatar,Telecommunication,No description
https://companiesmarketcap.com/img/company-logos/256/035250.KS.png,Kangwon Land,035250.KS,#4118,$2.03 B,🇰🇷 South Korea,"Hotels, Gambling, Entertainment, Travel",No description
https://companiesmarketcap.com/img/company-logos/256/PRVA.png,Privia Health Group,PRVA,#4119,$2.03 B,🇺🇸 USA,Healthcare,No description
https://companiesmarketcap.com/img/company-logos/256/STAA.png,STAAR Surgical,STAA,#4120,$2.03 B,🇺🇸 USA,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/NATL.png,NCR Atleos Corporation,NATL,#4121,$2.03 B,🇺🇸 USA,"Tech, Tech Hardware",No description
https://companiesmarketcap.com/img/company-logos/256/AKR.png,Acadia Realty Trust,AKR,#4122,$2.03 B,🇺🇸 USA,"Real estate, Investment, REITs",No description
https://companiesmarketcap.com/img/company-logos/256/ENR.png,Energizer Holdings,ENR,#4123,$2.03 B,🇺🇸 USA,"Electricity, Batteries",No description
https://companiesmarketcap.com/img/company-logos/256/USLM.png,United States Lime & Minerals,USLM,#4124,$2.03 B,🇺🇸 USA,Building materials,No description
https://companiesmarketcap.com/img/company-logos/256/ACE.NS.png,Action Construction Equipment,ACE.NS,#4125,$2.03 B,🇮🇳 India,Construction,No description
https://companiesmarketcap.com/img/company-logos/256/9914.TW.png,Merida Industry,9914.TW,#4126,$2.03 B,🇹🇼 Taiwan,Manufacturing,No description
https://companiesmarketcap.com/img/company-logos/256/TTMI.png,TTM Technologies,TTMI,#4127,$2.03 B,🇺🇸 USA,Electronics,No description
https://companiesmarketcap.com/img/company-logos/256/MGL.NS.png,Mahanagar Gas,MGL.NS,#4128,$2.03 B,🇮🇳 India,"Energy, Oil&Gas, Utility companies",No description
https://companiesmarketcap.com/img/company-logos/256/2060.SR.png,National Industrialization Company (Saudi Arabia),2060.SR,#4129,$2.02 B,🇸🇦 Saudi Arabia,Chemicals,No description
https://companiesmarketcap.com/img/company-logos/256/INDV.png,Indivior PLC,INDV,#4130,$2.02 B,🇺🇸 USA,"Pharmaceuticals, Biotech",No description
https://companiesmarketcap.com/img/company-logos/256/PTGX.png,Protagonist Therapeutics,PTGX,#4131,$2.02 B,🇺🇸 USA,"Pharmaceuticals, Biotech",No description
https://companiesmarketcap.com/img/company-logos/256/LGIH.png,LGI Homes,LGIH,#4132,$2.02 B,🇺🇸 USA,Construction,No description
https://companiesmarketcap.com/img/company-logos/256/SUSE.DE.png,SUSE S.A.,SUSE.DE,#4133,$2.02 B,🇱🇺 Luxembourg,"Software, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/EVCM.png,EverCommerce,EVCM,#4134,$2.02 B,🇺🇸 USA,"Internet, Software, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/B.png,Barnes Group,B,#4135,$2.02 B,🇺🇸 USA,"Aerospace, Manufacturing",No description
https://companiesmarketcap.com/img/company-logos/256/KSB.NS.png,KSB ltd,KSB.NS,#4136,$2.02 B,🇮🇳 India,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/LB.png,LandBridge,LB,#4137,$2.01 B,🇺🇸 USA,"Oil&Gas, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/BNLI.JK.png,Permata Bank,BNLI.JK,#4138,$2.01 B,🇮🇩 Indonesia,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/APAM.AS.png,Aperam,APAM.AS,#4139,$2.01 B,🇱🇺 Luxembourg,"Steel producers, Steel industry",No description
https://companiesmarketcap.com/img/company-logos/256/HTH.png,Hilltop Holdings,HTH,#4140,$2.01 B,🇺🇸 USA,Financial services,No description
https://companiesmarketcap.com/img/company-logos/256/WB.png,Weibo,WB,#4141,$2.01 B,🇨🇳 China,"Internet, Tech",Sina Weibo is the Chinese company behind the Chinese microblogging website www.weibo.com
https://companiesmarketcap.com/img/company-logos/256/SBCF.png,Seacoast Banking,SBCF,#4142,$2.01 B,🇺🇸 USA,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/TSLX.png,Sixth Street Specialty Lending,TSLX,#4143,$2.01 B,🇺🇸 USA,"Financial services, Management, Investment",No description
https://companiesmarketcap.com/img/company-logos/256/QDEL.png,QuidelOrtho,QDEL,#4144,$2.00 B,🇺🇸 USA,"Healthcare, Diagnostics and Testing, Manufacturing",Quidel is an American manufacturer of diagnostics testings that can be used to diagnose infectious diseases as well as cardiovascular and metabolic diseases.
https://companiesmarketcap.com/img/company-logos/256/TOWN.png,TowneBank,TOWN,#4145,$2.00 B,🇺🇸 USA,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/WHA.BK.png,WHA Corporation,WHA.BK,#4146,$2.00 B,🇹🇭 Thailand,Real estate,No description
https://companiesmarketcap.com/img/company-logos/256/PD.png,PagerDuty,PD,#4147,$2.00 B,🇺🇸 USA,"Software, Tech, Internet, IT security",No description
https://companiesmarketcap.com/img/company-logos/256/PTEC.L.png,Playtech,PTEC.L,#4148,$2.00 B,Isle of Man,"Video games, Tech, Gambling, Entertainment, Internet",No description
https://companiesmarketcap.com/img/company-logos/256/PROT.OL.png,Protector Forsikring,PROT.OL,#4149,$2.00 B,🇳🇴 Norway,Insurance,No description
https://companiesmarketcap.com/img/company-logos/256/PLMR.png,Palomar Holdings,PLMR,#4150,$2.00 B,🇺🇸 USA,Insurance,No description
https://companiesmarketcap.com/img/company-logos/256/BKSB.OM.png,Sohar International Bank,BKSB.OM,#4151,$1.99 B,🇴🇲 Oman,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/RXRX.png,Recursion Pharmaceuticals,RXRX,#4152,$1.99 B,🇺🇸 USA,"Pharmaceuticals, Biotech, AI",No description
https://companiesmarketcap.com/img/company-logos/256/NEXT.png,NextDecade Corp,NEXT,#4153,$1.99 B,🇺🇸 USA,"Oil&Gas, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/TMV.DE.png,TeamViewer,TMV.DE,#4154,$1.99 B,🇩🇪 Germany,"Tech, Internet, Software",No description
https://companiesmarketcap.com/img/company-logos/256/PSNY.png,Polestar,PSNY,#4155,$1.99 B,🇸🇪 Sweden,"Automakers, Electric Vehicles",No description
https://companiesmarketcap.com/img/company-logos/256/4163.SR.png,Al-Dawaa Medical Services Company,4163.SR,#4156,$1.99 B,🇸🇦 Saudi Arabia,"Drugstore, Retail, Healthcare",No description
https://companiesmarketcap.com/img/company-logos/256/4007.SR.png,Al Hammadi Holding Company,4007.SR,#4157,$1.99 B,🇸🇦 Saudi Arabia,Investment,No description
https://companiesmarketcap.com/img/company-logos/256/ARCO.png,Arcos Dorados Holdings,ARCO,#4158,$1.98 B,Uruguay,"Restaurant chains, Food",No description
https://companiesmarketcap.com/img/company-logos/256/BVA.SI.png,Top Glove,BVA.SI,#4159,$1.98 B,🇲🇾 Malaysia,Gloves & PPE,No description
https://companiesmarketcap.com/img/company-logos/256/SPT.png,Sprout Social,SPT,#4160,$1.98 B,🇺🇸 USA,"Software, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/ENRG.TA.png,Energix Renewable Energies,ENRG.TA,#4161,$1.98 B,🇮🇱 Israel,"Energy, Renewable energy, Electricity",No description
https://companiesmarketcap.com/img/company-logos/256/PTVE.png,Pactiv Evergreen,PTVE,#4162,$1.98 B,🇺🇸 USA,Packaging,No description
https://companiesmarketcap.com/img/company-logos/256/NSSC.png,NAPCO Security Technologies,NSSC,#4163,$1.98 B,🇺🇸 USA,Electronics,No description
https://companiesmarketcap.com/img/company-logos/256/ZENSARTECH.NS.png,Zensar,ZENSARTECH.NS,#4164,$1.98 B,🇮🇳 India,Professional services,No description
https://companiesmarketcap.com/img/company-logos/256/1860.T.png,TODA corp,1860.T,#4165,$1.97 B,🇯🇵 Japan,Construction,No description
https://companiesmarketcap.com/img/company-logos/256/RSI.png,Rush Street Interactive,RSI,#4166,$1.97 B,🇺🇸 USA,"Entertainment, Gambling, Internet",No description
https://companiesmarketcap.com/img/company-logos/256/SMWH.L.png,WH Smith,SMWH.L,#4167,$1.97 B,🇬🇧 UK,Retail,No description
https://companiesmarketcap.com/img/company-logos/256/CNMD.png,CONMED,CNMD,#4168,$1.97 B,🇺🇸 USA,devices,No description
https://companiesmarketcap.com/img/company-logos/256/AMP.AX.png,AMP Limited,AMP.AX,#4169,$1.97 B,🇦🇺 Australia,"Investment, Management",No description
https://companiesmarketcap.com/img/company-logos/256/SNT.JO.png,Santam,SNT.JO,#4170,$1.97 B,🇿🇦 South Africa,"Insurance, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/ALG.png,Alamo Group,ALG,#4171,$1.96 B,🇺🇸 USA,"Agriculture, Machinery manufacturing, Manufacturing",No description
https://companiesmarketcap.com/img/company-logos/256/NHH.MC.png,NH Hotel Group,NHH.MC,#4172,$1.96 B,🇪🇸 Spain,"Hotels, Travel",No description
https://companiesmarketcap.com/img/company-logos/256/INDIAMART.NS.png,IndiaMART,INDIAMART.NS,#4173,$1.96 B,🇮🇳 India,"E-Commerce, Internet, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/REDINGTON.NS.png,Redington India,REDINGTON.NS,#4174,$1.96 B,🇮🇳 India,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/AOF.F.png,Atoss,AOF.F,#4175,$1.96 B,🇩🇪 Germany,"Software, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/S59.SI.png,SIA Engineering Company,S59.SI,#4176,$1.96 B,🇸🇬 Singapore,"Engineering, Aerospace",No description
https://companiesmarketcap.com/img/company-logos/256/SPNS.png,Sapiens,SPNS,#4177,$1.96 B,🇮🇱 Israel,"Software, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/NXRT.png,NexPoint Residential,NXRT,#4178,$1.96 B,🇺🇸 USA,"Real estate, Investment, REITs",No description
https://companiesmarketcap.com/img/company-logos/256/HRMY.png,Harmony Biosciences,HRMY,#4179,$1.96 B,🇺🇸 USA,"Pharmaceuticals, Biotech",No description
https://companiesmarketcap.com/img/company-logos/256/N91.L.png,Ninety One Group,N91.L,#4180,$1.96 B,🇿🇦 South Africa,"Financial services, Management",No description
https://companiesmarketcap.com/img/company-logos/256/BEAM.png,Beam Therapeutics,BEAM,#4181,$1.96 B,🇺🇸 USA,"CRISPR, Pharmaceuticals, Genomics, Biotech, Gene therapy",No description
https://companiesmarketcap.com/img/company-logos/256/OTEL.OM.png,Omantel (Oman Telecom),OTEL.OM,#4182,$1.96 B,🇴🇲 Oman,Telecommunication,No description
https://companiesmarketcap.com/img/company-logos/256/GBF.F.png,Bilfinger,GBF.F,#4183,$1.96 B,🇩🇪 Germany,Engineering,No description
https://companiesmarketcap.com/img/company-logos/256/RKFORGE.NS.png,Ramkrishna Forgings,RKFORGE.NS,#4184,$1.96 B,🇮🇳 India,"Steel industry, Manufacturing",No description
https://companiesmarketcap.com/img/company-logos/256/SES.MI.png,SeSa S.p.A.,SES.MI,#4185,$1.96 B,🇮🇹 Italy,"Professional services, IT services",No description
https://companiesmarketcap.com/img/company-logos/256/FINEORG.NS.png,Fine Organics,FINEORG.NS,#4186,$1.95 B,🇮🇳 India,Food,No description
https://companiesmarketcap.com/img/company-logos/256/EE.png,Excelerate Energy,EE,#4187,$1.95 B,🇺🇸 USA,"Oil&Gas, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/SEMR.png,Semrush,SEMR,#4188,$1.95 B,🇺🇸 USA,"Software, Tech, Internet",No description
https://companiesmarketcap.com/img/company-logos/256/LH.BK.png,Land and Houses,LH.BK,#4189,$1.95 B,🇹🇭 Thailand,Real estate,No description
https://companiesmarketcap.com/img/company-logos/256/SIB.AE.png,Sharjah Islamic Bank,SIB.AE,#4190,$1.95 B,🇦🇪 United Arab Emirates,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/LFST.png,LifeStance Health Group,LFST,#4191,$1.94 B,🇺🇸 USA,"Healthcare, Telehealth, Internet, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/GMT.NZ.png,Goodman Property Trust,GMT.NZ,#4192,$1.94 B,🇳🇿 New Zealand,"REITs, Real estate, Investment",No description
https://companiesmarketcap.com/img/company-logos/256/MINERA.SN.png,Minera Valparaíso,MINERA.SN,#4193,$1.94 B,🇨🇱 Chile,"Utility companies, Electricity, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/GTX.png,Garrett Motion,GTX,#4194,$1.94 B,🇨🇭 Switzerland,Automotive Suppliers,No description
https://companiesmarketcap.com/img/company-logos/256/5076.T.png,INFRONEER Holdings,5076.T,#4195,$1.94 B,🇯🇵 Japan,Construction,No description
https://companiesmarketcap.com/img/company-logos/256/EPC.png,Edgewell Personal Care,EPC,#4196,$1.94 B,🇺🇸 USA,care,No description
https://companiesmarketcap.com/img/company-logos/256/SWI.png,SolarWinds,SWI,#4197,$1.94 B,🇺🇸 USA,"Software, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/JBLU.png,Jetblue Airways,JBLU,#4198,$1.93 B,🇺🇸 USA,"Airlines, Travel, Transportation",No description
https://companiesmarketcap.com/img/company-logos/256/PINC.png,Premier,PINC,#4199,$1.93 B,🇺🇸 USA,Healthcare,No description
https://companiesmarketcap.com/img/company-logos/256/000927.SZ.png,Tianjin FAW,000927.SZ,#4200,$1.93 B,🇨🇳 China,Automotive Suppliers,No description
https://companiesmarketcap.com/img/company-logos/256/PEAB-B.ST.png,Peab,PEAB-B.ST,#4201,$1.93 B,🇸🇪 Sweden,"Construction, Engineering",No description
https://companiesmarketcap.com/img/company-logos/256/ASAHIINDIA.NS.png,Asahi India Glass,ASAHIINDIA.NS,#4202,$1.93 B,🇮🇳 India,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/HARL.TA.png,Harel Group,HARL.TA,#4203,$1.93 B,🇮🇱 Israel,Insurance,No description
https://companiesmarketcap.com/img/company-logos/256/PLUS.png,ePlus,PLUS,#4204,$1.93 B,🇺🇸 USA,"Professional services, Software, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/NOS.LS.png,NOS,NOS.LS,#4205,$1.93 B,🇵🇹 Portugal,"Media/Press, Telecommunication",No description
https://companiesmarketcap.com/img/company-logos/256/TRN.L.png,Trainline,TRN.L,#4206,$1.93 B,🇬🇧 UK,"Travel, Internet, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/MGNI.png,Magnite,MGNI,#4207,$1.93 B,🇺🇸 USA,Advertising,No description
https://companiesmarketcap.com/img/company-logos/256/VITL.png,Vital Farms,VITL,#4208,$1.93 B,🇺🇸 USA,"Food, Agriculture",No description
https://companiesmarketcap.com/img/company-logos/256/FRME.png,First Merchants Corporation,FRME,#4209,$1.93 B,🇺🇸 USA,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/CEPU.png,Central Puerto,CEPU,#4210,$1.92 B,🇦🇷 Argentina,"Electricity, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/VEON.png,VEON,VEON,#4211,$1.92 B,🇳🇱 Netherlands,Telecommunication,No description
https://companiesmarketcap.com/img/company-logos/256/HPK.png,HighPeak Energy,HPK,#4212,$1.92 B,🇺🇸 USA,"Oil&Gas, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/AGM.png,Federal Agricultural Mortgage,AGM,#4213,$1.92 B,🇺🇸 USA,Financial services,No description
https://companiesmarketcap.com/img/company-logos/256/ARTO.JK.png,Bank Jago,ARTO.JK,#4214,$1.92 B,🇮🇩 Indonesia,"Banks, Financial services",Bank Jago is a commercial bank based in Indonesia.
https://companiesmarketcap.com/img/company-logos/256/4020.SR.png,Saudi Real Estate Company (Al Akaria),4020.SR,#4215,$1.92 B,🇸🇦 Saudi Arabia,Real estate,No description
https://companiesmarketcap.com/img/company-logos/256/PAX.png,Patria Investments,PAX,#4216,$1.92 B,Cayman Islands,"Financial services, Investment",No description
https://companiesmarketcap.com/img/company-logos/256/SON.LS.png,Sonae,SON.LS,#4217,$1.92 B,🇵🇹 Portugal,Conglomerate,No description
https://companiesmarketcap.com/img/company-logos/256/SVV.png,Savers Value Village,SVV,#4218,$1.92 B,🇺🇸 USA,"Retail, Clothing, Waste & Recycling",No description
https://companiesmarketcap.com/img/company-logos/256/RCKT.png,Rocket Pharmaceuticals,RCKT,#4219,$1.92 B,🇺🇸 USA,"Pharmaceuticals, Biotech",No description
https://companiesmarketcap.com/img/company-logos/256/BFF.MI.png,BFF Bank,BFF.MI,#4220,$1.91 B,🇮🇹 Italy,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/SNDX.png,Syndax Pharmaceuticals,SNDX,#4221,$1.91 B,🇺🇸 USA,"Pharmaceuticals, Biotech",No description
https://companiesmarketcap.com/img/company-logos/256/VERA.png,Vera Therapeutics,VERA,#4222,$1.91 B,🇺🇸 USA,"Pharmaceuticals, Biotech",No description
https://companiesmarketcap.com/img/company-logos/256/SXI.png,Standex,SXI,#4223,$1.91 B,🇺🇸 USA,"Conglomerate, Manufacturing",No description
https://companiesmarketcap.com/img/company-logos/256/OSP.BK.png,Osotspa,OSP.BK,#4224,$1.91 B,🇹🇭 Thailand,Beverages,No description
https://companiesmarketcap.com/img/company-logos/256/HBLPOWER.NS.png,HBL Power Systems,HBLPOWER.NS,#4225,$1.91 B,🇮🇳 India,"Professional services, Engineering",No description
https://companiesmarketcap.com/img/company-logos/256/AKSO.OL.png,Aker Solutions ASA,AKSO.OL,#4226,$1.91 B,🇳🇴 Norway,"Oil&Gas, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/IMCR.png,Immunocore,IMCR,#4227,$1.91 B,🇬🇧 UK,"Pharmaceuticals, Biotech",No description
https://companiesmarketcap.com/img/company-logos/256/HTLF.png,Heartland Financial USA,HTLF,#4228,$1.91 B,🇺🇸 USA,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/SAE.TA.png,Shufersal,SAE.TA,#4229,$1.91 B,🇮🇱 Israel,"Retail, Supermarket Chains",No description
https://companiesmarketcap.com/img/company-logos/256/CENTURYPLY.NS.png,CenturyPly,CENTURYPLY.NS,#4230,$1.91 B,🇮🇳 India,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/CAKE.png,The Cheesecake Factory,CAKE,#4231,$1.91 B,🇺🇸 USA,"Restaurant chains, Food",No description
https://companiesmarketcap.com/img/company-logos/256/SINCH.ST.png,Sinch,SINCH.ST,#4232,$1.91 B,🇸🇪 Sweden,Telecommunication,No description
https://companiesmarketcap.com/img/company-logos/256/THS.png,TreeHouse Foods,THS,#4233,$1.90 B,🇺🇸 USA,Food,No description
https://companiesmarketcap.com/img/company-logos/256/4003.SR.png,United Electronics Company (eXtra Saudi),4003.SR,#4234,$1.90 B,🇸🇦 Saudi Arabia,"Retail, Electronics",No description
https://companiesmarketcap.com/img/company-logos/256/FIHL.png,Fidelis Insurance,FIHL,#4235,$1.90 B,🇧🇲 Bermuda,Insurance,No description
https://companiesmarketcap.com/img/company-logos/256/PLUG.png,Plug Power,PLUG,#4236,$1.90 B,🇺🇸 USA,"Hydrogen fuel cell, Renewable energy",No description
https://companiesmarketcap.com/img/company-logos/256/FIH-U.TO.png,Fairfax India Holdings,FIH-U.TO,#4237,$1.90 B,🇨🇦 Canada,"Investment, Management",No description
https://companiesmarketcap.com/img/company-logos/256/EVTC.png,Evertec,EVTC,#4238,$1.90 B,🇺🇸 USA,Financial services,No description
https://companiesmarketcap.com/img/company-logos/256/MRVI.png,Maravai LifeSciences,MRVI,#4239,$1.90 B,🇺🇸 USA,"Pharmaceuticals, Biotech",No description
https://companiesmarketcap.com/img/company-logos/256/PFS.png,Provident Financial Services,PFS,#4240,$1.90 B,🇺🇸 USA,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/GDS.PA.png,Ramsay Générale de Santé,GDS.PA,#4241,$1.90 B,🇫🇷 France,"Healthcare, Medical Care Facilities",No description
https://companiesmarketcap.com/img/company-logos/256/GHITHA.AE.png,Ghitha,GHITHA.AE,#4242,$1.90 B,🇦🇪 United Arab Emirates,Conglomerate,No description
https://companiesmarketcap.com/img/company-logos/256/CAR.WA.png,Inter Cars,CAR.WA,#4243,$1.90 B,🇵🇱 Poland,parts,No description
https://companiesmarketcap.com/img/company-logos/256/DKL.png,Delek Logistics Partners,DKL,#4244,$1.90 B,🇺🇸 USA,"Oil&Gas, Energy, Oil & Gas Equipment & Services",No description
https://companiesmarketcap.com/img/company-logos/256/BBTC.NS.png,Bombay Burmah,BBTC.NS,#4245,$1.90 B,🇮🇳 India,Financial services,No description
https://companiesmarketcap.com/img/company-logos/256/1810.SR.png,Seera Holding Group,1810.SR,#4246,$1.89 B,🇸🇦 Saudi Arabia,Travel,No description
https://companiesmarketcap.com/img/company-logos/256/MBIN.png,Merchants Bancorp,MBIN,#4247,$1.89 B,🇺🇸 USA,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/IBTA.png,Ibotta,IBTA,#4248,$1.89 B,🇺🇸 USA,"Software, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/1303.SR.png,Electrical Industries Company (EIC),1303.SR,#4249,$1.89 B,🇸🇦 Saudi Arabia,Electricity,No description
https://companiesmarketcap.com/img/company-logos/256/TFIN.png,Triumph Financial,TFIN,#4250,$1.89 B,🇺🇸 USA,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/CBG.BK.png,Carabao Group,CBG.BK,#4251,$1.89 B,🇹🇭 Thailand,Beverages,No description
https://companiesmarketcap.com/img/company-logos/256/QATI.QA.png,Qatar Insurance Company,QATI.QA,#4252,$1.88 B,🇶🇦 Qatar,Insurance,No description
https://companiesmarketcap.com/img/company-logos/256/SWSOLAR.NS.png,sterling & wilson solar,SWSOLAR.NS,#4253,$1.88 B,🇮🇳 India,Renewable energy,No description
https://companiesmarketcap.com/img/company-logos/256/U06.SI.png,Singapore Land,U06.SI,#4254,$1.88 B,🇸🇬 Singapore,Real estate,No description
https://companiesmarketcap.com/img/company-logos/256/IBTX.png,Independent Bank Group,IBTX,#4255,$1.88 B,🇺🇸 USA,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/ILU.AX.png,Iluka Resources,ILU.AX,#4256,$1.88 B,🇦🇺 Australia,Mining,No description
https://companiesmarketcap.com/img/company-logos/256/HWKN.png,Hawkins,HWKN,#4257,$1.88 B,🇺🇸 USA,Chemicals,No description
https://companiesmarketcap.com/img/company-logos/256/DEQ.F.png,Deutsche EuroShop,DEQ.F,#4258,$1.88 B,🇩🇪 Germany,"Real estate, Investment",No description
https://companiesmarketcap.com/img/company-logos/256/RED.AX.png,Red 5 Limited,RED.AX,#4259,$1.88 B,🇦🇺 Australia,"Mining, Gold mining",No description
https://companiesmarketcap.com/img/company-logos/256/BTSG.png,BrightSpring Health Services,BTSG,#4260,$1.88 B,🇺🇸 USA,Healthcare,No description
https://companiesmarketcap.com/img/company-logos/256/IEX.NS.png,Indian Energy Exchange,IEX.NS,#4261,$1.88 B,🇮🇳 India,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/7564.T.png,Workman,7564.T,#4262,$1.88 B,🇯🇵 Japan,Retail,No description
https://companiesmarketcap.com/img/company-logos/256/LMAT.png,LeMaitre Vascular,LMAT,#4263,$1.87 B,🇺🇸 USA,devices,No description
https://companiesmarketcap.com/img/company-logos/256/VRNT.png,Verint Systems,VRNT,#4264,$1.87 B,🇺🇸 USA,"Software, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/002624.SZ.png,Perfect World Entertainment,002624.SZ,#4265,$1.86 B,🇨🇳 China,"Video games, Entertainment, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/BLS.NS.png,BLS International,BLS.NS,#4266,$1.86 B,🇮🇳 India,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/0303.HK.png,Vtech,0303.HK,#4267,$1.86 B,🇭🇰 Hong Kong,"Electronics, Education",No description
https://companiesmarketcap.com/img/company-logos/256/WELSPUNIND.NS.png,Welspun India,WELSPUNIND.NS,#4268,$1.86 B,🇮🇳 India,Manufacturing,No description
https://companiesmarketcap.com/img/company-logos/256/WRBY.png,Warby Parker,WRBY,#4269,$1.86 B,🇺🇸 USA,Glasses and contact lenses,No description
https://companiesmarketcap.com/img/company-logos/256/SCHO.CO.png,Aktieselskabet Schouw & Co.,SCHO.CO,#4270,$1.86 B,🇩🇰 Denmark,Conglomerate,No description
https://companiesmarketcap.com/img/company-logos/256/MNR.png,Mach Natural Resources LP,MNR,#4271,$1.86 B,🇺🇸 USA,"Oil&Gas, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/STGW.png,Stagwell,STGW,#4272,$1.86 B,🇺🇸 USA,Advertising,No description
https://companiesmarketcap.com/img/company-logos/256/AIF.TO.png,Altus Group,AIF.TO,#4273,$1.85 B,🇨🇦 Canada,Real estate,No description
https://companiesmarketcap.com/img/company-logos/256/KPROJ.KW.png,Kuwait Projects Company Holding,KPROJ.KW,#4274,$1.85 B,🇰🇼 Kuwait,Investment,No description
https://companiesmarketcap.com/img/company-logos/256/ENLT.png,Enlight Renewable Energy,ENLT,#4275,$1.85 B,🇮🇱 Israel,"Energy, Renewable energy, Electricity",No description
https://companiesmarketcap.com/img/company-logos/256/VSAT.png,ViaSat,VSAT,#4276,$1.85 B,🇺🇸 USA,Telecommunication,No description
https://companiesmarketcap.com/img/company-logos/256/MLKN.png,MillerKnoll,MLKN,#4277,$1.85 B,🇺🇸 USA,Furniture,No description
https://companiesmarketcap.com/img/company-logos/256/004370.KS.png,Nongshim,004370.KS,#4278,$1.85 B,🇰🇷 South Korea,Food,No description
